timestamp,gt_x_mm,gt_y_mm,gt_z_mm,target_id,raw_x_mm,raw_y_mm,raw_z_mm,cal_x_mm,cal_y_mm,cal_z_mm
1781644526.4598007,0.0,0.0,1000.0,3,-19,-3,529,-18,-3,501
1781644526.5149014,0.0,0.0,1000.0,3,-19,-3,524,-18,-3,497
1781644526.5629697,0.0,0.0,1000.0,3,-15,-2,529,-14,-2,501
1781644526.6159732,0.0,0.0,1000.0,3,-8,-5,499,-7,-4,472
1781644526.6656525,0.0,0.0,1000.0,3,-8,-5,485,-7,-5,457
1781644526.7158647,0.0,0.0,1000.0,3,-5,-4,480,-5,-4,453
1781644526.7651067,0.0,0.0,1000.0,3,-7,-4,503,-7,-4,475
1781644526.817401,0.0,0.0,1000.0,3,-9,-5,495,-9,-4,467
1781644526.8699098,0.0,0.0,1000.0,3,-8,-5,503,-7,-4,475
1781644526.9214249,0.0,0.0,1000.0,3,-11,-2,476,-10,-2,448
1781644526.9753437,0.0,0.0,1000.0,3,-12,-3,445,-11,-3,418
1781644527.021672,0.0,0.0,1000.0,3,-16,-4,442,-15,-4,414
1781644527.0751967,0.0,0.0,1000.0,3,-16,-3,431,-15,-3,404
1781644527.121372,0.0,0.0,1000.0,3,-18,-2,435,-17,-2,407
1781644527.1784222,0.0,0.0,1000.0,3,-18,-4,419,-17,-4,391
1781644527.2243457,0.0,0.0,1000.0,3,-19,-4,429,-17,-4,401
1781644527.2789352,0.0,0.0,1000.0,3,-18,-5,440,-17,-4,412
1781644527.3247628,0.0,0.0,1000.0,3,-14,-2,445,-13,-2,418
1781644527.383764,0.0,0.0,1000.0,3,-12,-2,455,-12,-2,427
1781644527.4247649,0.0,0.0,1000.0,3,-10,-5,457,-9,-4,429
1781644527.4799337,0.0,0.0,1000.0,3,-10,-5,451,-9,-4,423
1781644527.5246563,0.0,0.0,1000.0,3,-7,-4,464,-7,-4,437
1781644527.5798326,0.0,0.0,1000.0,3,-9,-4,457,-8,-4,429
1781644527.6257656,0.0,0.0,1000.0,3,-10,-4,451,-9,-4,423
1781644527.6800098,0.0,0.0,1000.0,3,-10,-5,459,-10,-5,431
1781644527.7266173,0.0,0.0,1000.0,3,-10,-4,446,-9,-4,419
1781644527.7820299,0.0,0.0,1000.0,3,-12,-4,456,-11,-4,429
1781644527.8274593,0.0,0.0,1000.0,3,-11,-3,452,-11,-3,424
1781644527.8825436,0.0,0.0,1000.0,3,-12,-4,446,-11,-4,419
1781644527.930476,0.0,0.0,1000.0,3,-12,-3,434,-11,-3,406
1781644527.9812353,0.0,0.0,1000.0,3,-13,-4,438,-12,-4,410
1781644528.0325086,0.0,0.0,1000.0,3,-15,-4,422,-14,-4,394
1781644528.083204,0.0,0.0,1000.0,3,-15,-2,437,-14,-2,409
1781644528.1237202,0.0,0.0,1000.0,3,-16,-3,440,-15,-3,412
1781644528.1837435,0.0,0.0,1000.0,3,-16,-2,434,-15,-2,406
1781644528.2376676,0.0,0.0,1000.0,3,-16,-2,440,-15,-2,412
1781644528.2866178,0.0,0.0,1000.0,3,-15,-4,427,-14,-4,400
1781644528.3326414,0.0,0.0,1000.0,3,-15,-3,446,-14,-3,419
1781644528.3874698,0.0,0.0,1000.0,3,-15,-5,436,-14,-4,408
1781644528.4430213,0.0,0.0,1000.0,3,-13,-2,429,-12,-2,401
1781644528.487246,0.0,0.0,1000.0,3,-10,-2,449,-9,-2,422
1781644528.5874443,0.0,0.0,1000.0,3,-13,-2,449,-12,-2,422
1781644528.647303,0.0,0.0,1000.0,3,-15,-4,432,-14,-4,405
1781644528.689113,0.0,0.0,1000.0,3,-18,-4,446,-17,-4,419
1781644528.7474158,0.0,0.0,1000.0,3,-17,-3,439,-16,-3,411
1781644528.7888305,0.0,0.0,1000.0,3,-18,-2,443,-17,-2,416
1781644528.8476512,0.0,0.0,1000.0,3,-20,-2,456,-19,-2,429
1781644528.8891497,0.0,0.0,1000.0,3,-20,-3,443,-19,-3,416
1781644528.9489307,0.0,0.0,1000.0,3,-20,-3,438,-19,-3,410
1781644530.6192963,0.0,0.0,1000.0,3,-40,0,380,-37,0,352
1781644530.7207773,0.0,0.0,1000.0,3,-42,-1,367,-39,-1,340
1781644530.7709088,0.0,0.0,1000.0,3,-44,0,371,-41,0,343
